a,b
99.02453250169611,0.11690766652375584
100.72930925712102,0.12101960478621829
102.43908535786973,0.12466383443114973
104.14886145861844,0.12766496472697536
105.8536382140433,0.12984760494212122
107.5584149694682,0.13093892504969415
109.26819107021691,0.13082199789531132
110.97796717096563,0.12945784776084523
112.68274392639049,0.12676852321004028
114.39252002713926,0.12279299996102455
116.09729678256411,0.11776513232256312
117.80707288331283,0.11180184744903937
119.51184963873769,0.10513699964921869
121.2216257394864,0.09806290680905812
122.93140184023515,0.09081342323732332
124.63617859566001,0.0835834275246524
126.34595469640873,0.07654831040261936
128.04573210650983,0.06992243832092619
128.05073145183363,0.06992243832092619
129.7555082072585,0.06368632342050928
131.46028496268335,0.0579374049966873
133.17006106343206,0.05271465876758801
134.874837818857,0.047998596874147544
136.58461391960572,0.04371126788011085
138.28939067503055,0.03987215964454156
140.0041661211031,0.03642280859024853
141.70894287652797,0.0333242389991037
143.41871897727668,0.030517987293916204
145.12849507802542,0.028023541333749385
146.83327183345028,0.02574346182328432
148.53804858887514,0.0237167244806488
150.24782468962397,0.02186537786958751
151.95760079037268,0.020169934131036567
153.66237754579754,0.01866936898312375
155.36715430122234,0.017246755271466248
157.07693040197105,0.015960556573255184
158.78670650271985,0.014810772888490841
160.4914832581447,0.013719452780917633
162.20125935889342,0.01272557196866363
163.9010367689945,0.011809642592664935
165.6108128697432,0.01097166465292155
167.3205889704919,0.010172662431305402
169.02536572591683,0.009432123786880943
170.73514182666548,0.008769536578711792
172.4399185820904,0.00812643722960626
174.1446953375153,0.007522313598628244
175.85947078358782,0.006957165685778022
177.5642475390127,0.00645048135011921
179.26902429443757,0.005924309155396503
180.97880039518628,0.005456600537865207
182.6835771506112,0.005008379779397808
184.3933532513599,0.004599134739057924
187.80790610753348,0.0038196203765056727
189.5176822082822,0.0034688389133572008
191.22245896370708,0.0031570331683362447
192.9322350644558,0.0028257395642516695
194.63701181988066,0.00253342167829461
196.34678792062937,0.002221615933273931
198.05656402137808,0.0019487859063804904
199.7563414314792,0.0016954437385512233
201.46611753222786,0.001422613711657783
203.17089428765271,0.0011887594028921352
204.87567104307766,0.0009354172350628681
208.29522324457508,0.0005066843356590882
210.0,0.0003118057450212329
